sentence,sentiment,date
The story itself is just predictable and lazy.  ,negative,2025-05-12 14:33:42.034613
"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",negative,2024-12-09 14:33:42.034613
"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",negative,2025-05-22 14:33:42.034613
"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",positive,2024-12-14 14:33:42.034613
"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",positive,2025-03-14 14:33:42.034613
"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",positive,2025-05-19 14:33:42.034613
It's hard not to fall head-over-heels in love with that girl.  ,positive,2025-03-23 14:33:42.034613
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",negative,2025-02-15 14:33:42.034613
"Long, whiny and pointless.  ",negative,2025-05-02 14:33:42.034613
"But I recommend waiting for their future efforts, let this one go.  ",negative,2024-11-28 14:33:42.034613
"Excellent cast, story line, performances.  ",positive,2025-03-26 14:33:42.034613
Totally believable.  ,positive,2024-12-20 14:33:42.034613
Anne Heche was utterly convincing.  ,positive,2024-12-26 14:33:42.034613
Sam Shepard's portrayal of a gung ho Marine was sobering.  ,positive,2025-02-27 14:33:42.034613
I sat riveted to the TV screen.  ,positive,2025-02-09 14:33:42.034613
All in all I give this one a resounding 9 out of 10.  ,positive,2025-03-30 14:33:42.034613
I do think Tom Hanks is a good actor.  ,positive,2025-04-13 14:33:42.034613
I enjoyed reading this book to my children when they were little.  ,positive,2025-02-15 14:33:42.034613
I was very disappointed in the movie.  ,negative,2025-05-13 14:33:42.034613
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,negative,2025-02-01 14:33:42.034613
There is a totally unnecessary train/roller coaster scene.  ,negative,2025-03-16 14:33:42.034613
There was absolutely no warmth or charm to these scenes or characters.  ,negative,2025-05-24 14:33:42.034613
This movie totally grates on my nerves.  ,negative,2025-05-23 14:33:42.034613
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",negative,2025-01-25 14:33:42.034613
"And, quite honestly, often its not very good.  ",negative,2025-05-02 14:33:42.034613
"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",negative,2024-12-11 14:33:42.034613
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",negative,2025-03-02 14:33:42.034613
There are some generally great things in it.  ,positive,2025-04-19 14:33:42.034613
"I wouldn't say they're worth 2 hours of your time, though.  ",negative,2025-05-21 14:33:42.034613
"The suspense builders were good, & just cross the line from G to PG.  ",positive,2025-02-07 14:33:42.034613
"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",positive,2025-03-07 14:33:42.034613
"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",positive,2025-05-19 14:33:42.034613
Alexander Nevsky is a great film.  ,positive,2025-02-24 14:33:42.034613
"He is an amazing film artist, one of the most important whoever lived.  ",positive,2025-03-28 14:33:42.034613
"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",negative,2025-03-30 14:33:42.034613
This if the first movie I've given a 10 to in years.  ,positive,2025-03-17 14:33:42.034613
"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",positive,2025-03-28 14:33:42.034613
"Overall, the film is interesting and thought-provoking.  ",positive,2025-01-02 14:33:42.034613
"Plus, it was well-paced and suited its relatively short run time.  ",positive,2025-01-25 14:33:42.034613
Give this one a look.  ,positive,2025-04-18 14:33:42.034613
I gave it a 10  ,positive,2025-03-02 14:33:42.034613
The Wind and the Lion is well written and superbly acted.  ,positive,2025-04-25 14:33:42.034613
It is a true classic.  ,positive,2025-01-12 14:33:42.034613
It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,positive,2024-12-23 14:33:42.034613
Definitely worth checking out.  ,positive,2024-12-23 14:33:42.034613
The problem was the script.  ,negative,2024-12-01 14:33:42.034613
It was horrendous.  ,negative,2024-12-22 14:33:42.034613
There was NOTHING believable about it at all.  ,negative,2025-01-01 14:33:42.034613
The only suspense I was feeling was the frustration at just how retarded the girls were.  ,negative,2025-05-17 14:33:42.034613
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,positive,2025-01-17 14:33:42.034613
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,positive,2024-12-24 14:33:42.034613
The cast of veteran actors are more than just a nostalgia trip.  ,positive,2025-01-22 14:33:42.034613
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,positive,2024-12-20 14:33:42.034613
"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",positive,2025-03-23 14:33:42.034613
I don't think you will be disappointed.  ,positive,2025-03-08 14:33:42.034613
"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",negative,2025-04-02 14:33:42.034613
"The acting was bad, the dialogs were extremely shallow and insincere.  ",negative,2025-05-01 14:33:42.034613
"It was too predictable, even for a chick flick.  ",negative,2025-03-16 14:33:42.034613
Too politically correct.  ,negative,2025-04-30 14:33:42.034613
Very disappointing.  ,negative,2025-02-28 14:33:42.034613
"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",positive,2025-02-01 14:33:42.034613
"I love Lane, but I've never seen her in a movie this lousy.  ",negative,2025-01-28 14:33:42.034613
An hour and a half I wish I could bring back.  ,negative,2024-11-29 14:33:42.034613
But in terms of the writing it's very fresh and bold.  ,positive,2025-01-09 14:33:42.034613
"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",positive,2025-05-09 14:33:42.034613
The directing and the cinematography aren't quite as good.  ,negative,2025-05-19 14:33:42.034613
"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",negative,2025-02-13 14:33:42.034613
"), and sometimes it was so embarrassing that I had to look away.  ",negative,2025-04-28 14:33:42.034613
The directing seems too pretentious.  ,negative,2025-05-14 14:33:42.034613
"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",negative,2025-03-13 14:33:42.034613
And generally the lines and plot is weaker than the average episode.  ,negative,2025-03-12 14:33:42.034613
"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",negative,2024-12-05 14:33:42.034613
"Some applause should be given to the ""prelude"" however.  ",positive,2024-12-02 14:33:42.034613
I really liked that.  ,positive,2025-04-29 14:33:42.034613
A great film by a great director.  ,positive,2025-05-24 14:33:42.034613
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,positive,2025-01-29 14:33:42.034613
The music in the film is really nice too.  ,positive,2024-11-30 14:33:42.034613
I'd advise anyone to go and see it.  ,positive,2025-01-23 14:33:42.034613
Brilliant!  ,positive,2024-11-28 14:33:42.034613
10-Oct,positive,2025-03-28 14:33:42.034613
I liked this movie way too much.  ,positive,2025-04-10 14:33:42.034613
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,negative,2024-12-10 14:33:42.034613
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,positive,2025-01-16 14:33:42.034613
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",negative,2024-11-29 14:33:42.034613
"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",negative,2024-12-10 14:33:42.034613
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,negative,2024-12-10 14:33:42.034613
"This was a poor remake of ""My Best Friends Wedding"".  ",negative,2024-12-03 14:33:42.034613
"All in all, a great disappointment.  ",negative,2025-05-20 14:33:42.034613
"I cannot believe that the actors agreed to do this ""film"".  ",negative,2025-02-02 14:33:42.034613
I could not stand to even watch it for very long for fear of losing I.Q.  ,negative,2025-05-10 14:33:42.034613
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,negative,2024-12-19 14:33:42.034613
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",negative,2025-03-09 14:33:42.034613
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",negative,2025-02-10 14:33:42.034613
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",negative,2025-03-05 14:33:42.034613
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",negative,2025-03-15 14:33:42.034613
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,negative,2025-04-26 14:33:42.034613
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",negative,2024-12-01 14:33:42.034613
"You can't relate with them, hell you barely can understand them.  ",negative,2024-12-22 14:33:42.034613
This is definitely a cult classic well worth viewing and sharing with others.  ,positive,2025-03-03 14:33:42.034613
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",negative,2025-01-19 14:33:42.034613
